Date,TLT_ret,GLD_ret,SPY_ret,VIX_change,VIX
2004-11-19,-0.00801127433013257,0.008972642338662969,-0.01117918460885002,0.5200004577636719,13.5
2004-11-22,0.005198234672623075,0.0037891939800970558,0.004757605911257938,-0.5299997329711914,12.970000267028809
2004-11-23,0.0012393995118116796,-0.004459333169833818,0.0015245960071599192,-0.3000001907348633,12.670000076293945
2004-11-24,0.0,0.006681522398089373,0.0023671630125183377,0.05000019073486328,12.720000267028809
2004-11-26,-0.0065509862148709335,0.005313310663947582,-0.0007604431034548562,0.05999946594238281,12.779999732971191
2004-11-29,-0.010709343748116796,0.0024258608740680187,-0.004573025467805984,0.5200004577636719,13.300000190734863
2004-11-30,-0.004246531919140433,-0.006186555139932828,0.0006788735090938338,-0.06000041961669922,13.239999771118164
2004-12-01,-0.0015612303171832305,0.0057459193717949485,0.01130232356091149,-0.26999950408935547,12.970000267028809
2004-12-02,-0.004056211134641328,-0.009520724998133287,0.0008381116559986499,0.009999275207519531,12.979999542236328
2004-12-03,0.015443636914382702,0.014356905167384897,-0.0006706787693129903,-0.01999950408935547,12.960000038146973
2004-12-06,0.0034252113929457467,-0.009474573928535625,-0.00033536637105604746,0.22999954223632812,13.1899995803833
2004-12-07,0.0012523806692714345,-0.0013291441789490272,-0.0093540716727502,0.48000049591064453,13.670000076293945
2004-12-08,0.015474382204961652,-0.02468712226590397,0.0058247320431361075,-0.48000049591064453,13.1899995803833
2004-12-09,-0.006635057811698985,-0.005239778472644171,0.003529339629614189,-0.3099994659423828,12.880000114440918
2004-12-10,0.0024795237005802544,-0.007796420199884027,0.0010060451403690936,-0.11999988555908203,12.760000228881836
2004-12-13,0.002136840973425334,0.010761437086445325,0.008677762295220858,-0.2200002670288086,12.539999961853027
2004-12-14,0.003922874478636744,-0.008232395318801447,0.003482999993162061,0.18999958038330078,12.729999542236328
2004-12-15,0.009020444409649206,0.010052687736462017,0.0007449944922203686,-0.37999916076660156,12.350000381469727
2004-12-16,-0.014854739237751671,-0.007072035092997403,-0.0005793507406262973,-0.07999992370605469,12.270000457763672
2004-12-17,-0.001351262373983186,0.011608149642410097,-0.006692215958784211,-0.32000064849853516,11.949999809265137
2004-12-20,0.001800519997013945,0.0033887195637954193,0.00025102062922444877,-0.11999988555908203,11.829999923706055
2004-12-21,0.003032656059377031,-0.0027100045949534396,0.007671565406146497,-0.2799997329711914,11.550000190734863
2004-12-22,-0.0033692224229863376,-0.0045331165372180455,0.0024060315872881425,-0.10000038146972656,11.449999809265137
2004-12-23,-0.003268650791849233,0.005663170587009161,0.0007451396980050474,-0.2200002670288086,11.229999542236328
2004-12-27,-0.007819462688991363,0.004732382566559577,-0.0020718252935334734,0.9100008010864258,12.140000343322754
2004-12-28,-0.0007966291364876997,-0.0024760983329745146,0.005461131155948256,-0.1400003433227539,12.0
2004-12-29,-0.0010245980291668452,-0.016131193691017877,0.0014840446683132692,-0.38000011444091797,11.619999885559082
2004-12-30,0.006701791870110716,0.0038862085801196033,-0.0018970356180934862,0.9400005340576172,12.5600004196167
2004-12-31,0.0062875535463958404,-0.0006847562433132962,-0.0021485996406249734,0.7299995422363281,13.289999961853027
2005-01-03,0.0021431754333780645,-0.017968665483389802,-0.004726844976539964,0.7899999618530273,14.079999923706055
2005-01-04,-0.010535339525582003,-0.006529845317733264,-0.01229466142166894,-0.10000038146972656,13.979999542236328
